shipment_id,order_id,ship_date,delivery_date,carrier,shipping_cost,delivery_status
SHP002592,ORD002592,2023/11/10,17 Nov 2023,Ekart,663.16,IN TRANSIT
SHP002593,ORD002593,21/02/2023,2023-02-25,BlueDart,478.08,delayed
SHP002594,ORD002594,08/10/2022,18/10/2022,bluedart,786.66,DELAYED
SHP002595,ORD002595,07/30/2024,31 Jul 2024,FedEx,179.9,Returned to Origin
SHP002596,ORD002596,08/22/2024,2024-08-27,BlueDart,42.16,in transit
SHP002597,ORD002597,03/30/2024,2024/04/04,BLUEDART,733.29,DELAYED
SHP002598,ORD002598,2023-10-09,11/10/2023,BlueDart,624.85,Returned to Origin
SHP002599,ORD002599,11/26/2022,30-11-2022,ekart,759.29,in transit
SHP002600,ORD002600,24/12/2024,30/12/2024,INDIAPOST,707.94,Delayed
SHP002601,ORD002601,20-04-2024,27-04-2024,FedEx,132.33,Lost
SHP002602,ORD002602,13-02-2024,16 Feb 2024,IndiaPost,614.85,Returned to Origin
SHP002603,ORD002603,07-11-2023,2023-11-12,Delhivery,487.38,In Transit
SHP002604,ORD002604,2022/02/19,02/24/2022,IndiaPost,203.44,Delivered
SHP002605,ORD002605,14/12/2023,19/12/2023,ekart,816.98,Returned to Origin
SHP002606,ORD002606,09/30/2022,06 Oct 2022,fedex,584.97,Delivered
SHP002607,ORD002607,2022/01/23,2022-02-02,DTDC,245.66,Lost
SHP002608,ORD002608,2023-02-15,21 Feb 2023,XpressBees,771.61,Delivered
SHP002609,ORD002609,28 Sep 2023,10/06/2023,BlueDart,781.51,Delivered
SHP002610,ORD002610,10/21/2023,31 Oct 2023,DTDC,651.07,in transit
SHP002611,ORD002611,14-09-2022,2022/09/21,DELHIVERY,285.14,Delayed
SHP002612,ORD002612,27-01-2024,31 Jan 2024,Delhivery,796.36,Delayed
SHP002613,ORD002613,10-10-2024,2024/10/20,FedEx,101.09,LOST
SHP002614,ORD002614,0000-00-00,03-04-2024,Delhivery,326.19,Returned to Origin
SHP002615,ORD002615,2022/08/20,,BLUEDART,878.51,Lost
SHP002616,ORD002616,14/07/2024,24 Jul 2024,IndiaPost,730.25,In Transit
SHP002617,ORD002617,05/12/2022,2022/12/15,xpressbees,791.24,Returned to Origin
SHP002618,ORD002618,05/22/2024,05/27/2024,Ekart,159.63,Delayed
SHP002619,ORD002619,03/17/2022,2022/03/23,FedEx,881.99,Delivered
SHP002620,ORD002620,09/28/2022,2022-10-02,dtdc,721.05,IN TRANSIT
SHP002621,ORD002621,2024/02/17,02/24/2024,FedEx,771.23,DELIVERED
SHP002622,ORD002622,06/10/2022,2022/06/16,ekart,212.7,Delivered
SHP002623,ORD002623,2023/12/17,25 Dec 2023,Delhivery,438.08,In Transit
SHP002624,ORD002624,2023-08-11,21-08-2023,IndiaPost,728.82,Lost
SHP002625,ORD002625,04-11-2023,09 Nov 2023,XpressBees,744.33,Delayed
SHP002626,ORD002626,11/12/2022,16/12/2022,DTDC,629.6,Lost
SHP002627,ORD002627,30 Aug 2023,05 Sep 2023,XPRESSBEES,131.77,IN TRANSIT
SHP002628,ORD002628,13/11/2023,2023-11-20,indiapost,127.29,In Transit
SHP002629,ORD002629,07 Aug 2022,22/08/2022,FEDEX,545.34,In Transit
SHP002630,ORD002630,09/28/2022,,Ekart,261.79,Delayed
SHP002631,ORD002631,18/09/2024,21/09/2024,XpressBees,534.35,DELIVERED
SHP002632,ORD002632,26-03-2023,04/05/2023,fedex,380.25,Delayed
SHP002633,ORD002633,2023/08/21,2023-08-22,Ekart,176.54,lost
SHP002634,ORD002634,2024/01/21,26-01-2024,BlueDart,854.78,delayed
SHP002635,ORD002635,2024/01/21,05/02/2024,Delhivery,460.25,LOST
SHP002636,ORD002636,22/02/2024,25 Feb 2024,BlueDart,254.57,returned to origin
SHP002637,ORD002637,04-12-2023,2023-12-09,delhivery,809.06,Returned to Origin
SHP002638,ORD002638,30 Sep 2024,07 Oct 2024,FedEx,248.4,Lost
SHP002639,ORD002639,16-11-2024,11/18/2024,fedex,203.8,Returned to Origin
SHP002640,ORD002640,29 Jun 2024,02-07-2024,BlueDart,300.54,Delivered
SHP002641,ORD002641,2024/04/27,30/04/2024,FedEx,701.3,Delayed
SHP002642,ORD002642,27 Jul 2024,2024-07-31,fedex,488.18,Delivered
SHP002643,ORD002643,12/06/2022,2022-12-11,FEDEX,559.24,delayed
SHP002644,ORD002644,08-11-2022,2022/11/11,DTDC,302.44,In Transit
SHP002645,ORD002645,30/04/2022,04/05/2022,XpressBees,295.6,Lost
SHP002646,ORD002646,07-11-2022,2022-11-09,DTDC,625.34,Returned to Origin
SHP002647,ORD002647,2023/08/06,2023/08/11,Ekart,840.51,RETURNED TO ORIGIN
SHP002648,ORD002648,13/07/2023,07/17/2023,IndiaPost,671.63,Delivered
SHP002649,ORD002649,01/02/2023,2023/01/06,FedEx,584.58,DELIVERED
SHP002650,ORD002650,2022/09/26,09/28/2022,BlueDart,871.85,delayed
SHP002651,ORD002651,,,IndiaPost,623.23,In Transit
SHP002652,ORD002652,03/12/2022,03/20/2022,IndiaPost,141.91,delivered
SHP002653,ORD002653,16 Oct 2024,2024/10/18,IndiaPost,125.95,DELIVERED
SHP002654,ORD002654,19 Sep 2024,0000-00-00,IndiaPost,272.99,Delivered
SHP002655,ORD002655,09/01/2022,05 Sep 2022,ekart,231.87,Delayed
SHP002656,ORD002656,15-06-2023,2023-06-25,Ekart,880.18,Lost
SHP002657,ORD002657,16 Jun 2022,2022-06-20,IndiaPost,523.42,LOST
SHP002658,ORD002658,02/02/2022,2022-02-17,bluedart,436.21,Delivered
SHP002659,ORD002659,2024/01/07,10-01-2024,BlueDart,728.13,delivered
SHP002660,ORD002660,10/06/2023,2023/10/08,Ekart,147.4,In Transit
SHP002661,ORD002661,0000-00-00,31 Oct 2022,XPRESSBEES,738.5,DELIVERED
SHP002662,ORD002662,04/05/2022,2022-04-15,Ekart,876.04,DELIVERED
SHP002663,ORD002663,07-01-2024,,IndiaPost,821.74,Lost
SHP002664,ORD002664,0000-00-00,2022-04-11,BlueDart,848.92,Delivered
SHP002665,ORD002665,03/11/2023,09-11-2023,XpressBees,871.94,Returned to Origin
SHP002666,ORD002666,05/03/2023,06-03-2023,XpressBees,340.52,RETURNED TO ORIGIN
SHP002667,ORD002667,2023-04-07,04/12/2023,fedex,455.26,In Transit
SHP002668,ORD002668,11 Dec 2024,17 Dec 2024,FedEx,112.79,delayed
SHP002669,ORD002669,2024/05/26,28-05-2024,XPRESSBEES,828.92,IN TRANSIT
SHP002670,ORD002670,10/01/2022,06 Oct 2022,EKART,629.49,Delivered
SHP002671,ORD002671,17-01-2024,24/01/2024,BlueDart,193.76,In Transit
SHP002672,ORD002672,12/13/2022,2022-12-16,XpressBees,822.92,Returned to Origin
SHP002673,ORD002673,24/07/2022,07/27/2022,DTDC,283.16,Delayed
SHP002674,ORD002674,06/21/2024,07/06/2024,DTDC,739.41,Delivered
SHP002675,ORD002675,05-01-2024,2024/01/09,DTDC,641.81,RETURNED TO ORIGIN
SHP002676,ORD002676,04 Oct 2023,2023-10-07,IndiaPost,759.24,Delivered
SHP002677,ORD002677,20/10/2022,23-10-2022,BlueDart,701.79,In Transit
SHP002678,ORD002678,22 Jul 2023,2023/07/25,FedEx,740.66,Delivered
SHP002679,ORD002679,09 Jun 2022,14 Jun 2022,Delhivery,814.69,Returned to Origin
SHP002680,ORD002680,06/11/2024,2024/11/10,indiapost,33.61,Delayed
SHP002681,ORD002681,05/24/2022,28 May 2022,FedEx,252.47,Delayed
SHP002682,ORD002682,03/09/2022,03/13/2022,IndiaPost,554.07,Delivered
SHP002683,ORD002683,0000-00-00,09/04/2024,BlueDart,358.28,Returned to Origin
SHP002684,ORD002684,27/12/2022,01/11/2023,DTDC,120.54,In Transit
SHP002685,ORD002685,2022/03/14,2022-03-21,XpressBees,191.67,Returned to Origin
SHP002686,ORD002686,2024-06-08,10/06/2024,Delhivery,368.26,RETURNED TO ORIGIN
SHP002687,ORD002687,,06/28/2024,IndiaPost,673.15,delivered
SHP002688,ORD002688,,21/09/2023,Delhivery,452.68,Lost
SHP002689,ORD002689,2024-02-19,22/02/2024,DTDC,733.57,RETURNED TO ORIGIN
SHP002690,ORD002690,06-01-2023,07-01-2023,XpressBees,194.52,Lost
SHP002691,ORD002691,29 Oct 2022,02/11/2022,EKART,62.54,IN TRANSIT
SHP002692,ORD002692,2023-04-05,10/04/2023,Delhivery,725.98,Returned to Origin
SHP002693,ORD002693,2022/10/14,10/24/2022,Ekart,261.7,Delayed
SHP002694,ORD002694,08-03-2024,2024-03-14,XPRESSBEES,550.98,IN TRANSIT
SHP002695,ORD002695,08/28/2024,31-08-2024,XpressBees,211.86,delayed
SHP002696,ORD002696,05/06/2023,12-06-2023,IndiaPost,820.36,DELIVERED
SHP002697,ORD002697,03/08/2024,03/18/2024,XPRESSBEES,846.83,Returned to Origin
SHP002698,ORD002698,19/04/2024,22/04/2024,dtdc,277.78,Returned to Origin
SHP002699,ORD002699,12/09/2023,2023-12-15,Ekart,509.73,LOST
SHP002700,ORD002700,27-08-2022,2022/08/29,dtdc,728.98,Lost
SHP002701,ORD002701,2023-04-10,,Ekart,126.53,delayed
SHP002702,ORD002702,2024/06/19,29/06/2024,IndiaPost,,Delayed
SHP002703,ORD002703,2022-07-11,07/14/2022,DELHIVERY,623.1,Returned to Origin
SHP002704,ORD002704,2023/07/29,05-08-2023,BLUEDART,775.1,In Transit
SHP002705,ORD002705,2023/09/05,09/20/2023,XPRESSBEES,259.16,Delivered
SHP002706,ORD002706,2024-09-13,2024/09/16,dtdc,,RETURNED TO ORIGIN
SHP002707,ORD002707,2023-07-02,10-07-2023,FedEx,350.8,LOST
SHP002708,ORD002708,2024/12/08,11-12-2024,Ekart,431.52,Lost
SHP002709,ORD002709,18/11/2024,25-11-2024,DTDC,660.85,Delayed
SHP002710,ORD002710,11 May 2022,05/21/2022,XpressBees,366.72,Delayed
SHP002711,ORD002711,06/27/2022,30-06-2022,BlueDart,95.35,In Transit
SHP002712,ORD002712,03/24/2024,08/04/2024,Delhivery,346.08,Delayed
SHP002713,ORD002713,2023-10-24,10/27/2023,Ekart,,Lost
SHP002714,ORD002714,2023-11-04,07-11-2023,BLUEDART,,RETURNED TO ORIGIN
SHP002715,ORD002715,2023-11-19,2023/11/23,delhivery,107.9,In Transit
SHP002716,ORD002716,07/16/2023,07/31/2023,BlueDart,177.23,Lost
SHP002717,ORD002717,06-04-2023,16/04/2023,Delhivery,50.91,Delivered
SHP002718,ORD002718,04/27/2022,2022-04-30,Delhivery,673.59,returned to origin
SHP002719,ORD002719,26 Jan 2023,02/03/2023,BLUEDART,411.65,Returned to Origin
SHP002720,ORD002720,06/02/2023,05-06-2023,IndiaPost,807.7,Lost
SHP002721,ORD002721,20/03/2023,24/03/2023,XpressBees,114.27,Delivered
SHP002722,ORD002722,2023-05-19,0000-00-00,fedex,407.37,Returned to Origin
SHP002723,ORD002723,2022/07/04,12 Jul 2022,Delhivery,715.51,Delayed
SHP002724,ORD002724,02/07/2023,07/08/2023,Ekart,484.07,In Transit
SHP002725,ORD002725,06/12/2022,2022/06/22,bluedart,260.65,In Transit
SHP002726,ORD002726,21 May 2022,05/24/2022,Delhivery,848.64,returned to origin
SHP002727,ORD002727,2023/06/03,11 Jun 2023,FedEx,314.05,In Transit
SHP002728,ORD002728,23-08-2022,07 Sep 2022,Delhivery,839.16,Returned to Origin
SHP002729,ORD002729,2023-01-06,01/12/2023,FedEx,524.29,Lost
SHP002730,ORD002730,2023/06/29,07/02/2023,Delhivery,197.86,lost
SHP002731,ORD002731,2024/10/13,10/20/2024,fedex,64.9,Delivered
SHP002732,ORD002732,28/04/2023,05/04/2023,FedEx,,Lost
SHP002733,ORD002733,2022-11-17,2022/11/22,FedEx,153.12,delayed
SHP002734,ORD002734,19 May 2024,20 May 2024,IndiaPost,778.0,Delivered
SHP002735,ORD002735,2022-01-19,25-01-2022,Ekart,630.78,RETURNED TO ORIGIN
SHP002736,ORD002736,06/04/2022,14 Apr 2022,BLUEDART,168.81,Lost
SHP002737,ORD002737,2024/08/19,,BlueDart,597.65,Delayed
SHP002738,ORD002738,09/12/2023,14 Sep 2023,bluedart,747.62,DELIVERED
SHP002739,ORD002739,0000-00-00,2023/07/20,DTDC,274.5,delivered
SHP002740,ORD002740,22-06-2024,25/06/2024,BlueDart,246.16,In Transit
SHP002741,ORD002741,02/08/2023,12 Feb 2023,FedEx,327.77,In Transit
SHP002742,ORD002742,2024/07/21,,fedex,566.78,Delayed
SHP002743,ORD002743,31 Mar 2023,2023/04/06,Ekart,518.93,In Transit
SHP002744,ORD002744,16/01/2022,21 Jan 2022,Ekart,683.44,In Transit
SHP002745,ORD002745,11 Jun 2024,21/06/2024,IndiaPost,644.62,In Transit
SHP002746,ORD002746,05 Feb 2022,2022-02-12,IndiaPost,494.36,Returned to Origin
SHP002747,ORD002747,14/04/2024,29/04/2024,DTDC,470.27,In Transit
SHP002748,ORD002748,25-08-2024,01 Sep 2024,IndiaPost,802.57,in transit
SHP002749,ORD002749,25 Dec 2023,2024/01/09,DELHIVERY,73.65,DELIVERED
SHP002750,ORD002750,11/12/2024,0000-00-00,BlueDart,638.54,RETURNED TO ORIGIN
SHP002751,ORD002751,23-03-2023,02 Apr 2023,DTDC,470.72,LOST
SHP002752,ORD002752,25-08-2022,2022/08/26,Delhivery,556.63,lost
SHP002753,ORD002753,11/08/2022,13 Nov 2022,XpressBees,469.45,Delayed
SHP002754,ORD002754,17-11-2024,2024/11/21,BlueDart,866.68,DELAYED
SHP002755,ORD002755,2022-02-13,,BLUEDART,875.79,DELIVERED
SHP002756,ORD002756,02/18/2023,2023-02-21,IndiaPost,347.09,Delayed
SHP002757,ORD002757,2023/11/04,07-11-2023,FedEx,539.18,returned to origin
SHP002758,ORD002758,02 Feb 2023,2023-02-10,IndiaPost,390.07,Lost
SHP002759,ORD002759,08/08/2022,08/12/2022,IndiaPost,674.99,Delayed
SHP002760,ORD002760,14-10-2023,2023/10/15,indiapost,770.48,delayed
SHP002761,ORD002761,05/08/2022,2022-05-10,BlueDart,586.4,Delivered
SHP002762,ORD002762,2023/07/26,03 Aug 2023,IndiaPost,197.83,Delivered
SHP002763,ORD002763,2023-08-30,02/09/2023,Ekart,353.35,Returned to Origin
SHP002764,ORD002764,22/11/2022,11/23/2022,FedEx,285.17,Delivered
SHP002765,ORD002765,2022-07-11,15/07/2022,BlueDart,176.67,DELAYED
SHP002766,ORD002766,28 Mar 2023,29 Mar 2023,FedEx,551.58,Delayed
SHP002767,ORD002767,25-04-2023,2023/04/27,dtdc,681.1,DELAYED
SHP002768,ORD002768,2022/07/27,08/02/2022,DTDC,604.37,Delivered
SHP002769,ORD002769,19-10-2024,10/22/2024,FEDEX,747.71,Delayed
SHP002770,ORD002770,2023/03/01,2023-03-09,delhivery,376.56,Delayed
SHP002771,ORD002771,20-06-2022,23/06/2022,Ekart,327.66,In Transit
SHP002772,ORD002772,,01 May 2022,XPRESSBEES,531.23,in transit
SHP002773,ORD002773,15-04-2022,04/21/2022,Delhivery,847.27,Delayed
SHP002774,ORD002774,2023-12-31,2024/01/02,Ekart,325.16,Lost
SHP002775,ORD002775,2023/05/14,2023-05-21,FedEx,407.85,DELIVERED
SHP002776,ORD002776,30/05/2024,02-06-2024,IndiaPost,156.12,delivered
SHP002777,ORD002777,11/19/2023,04/12/2023,Delhivery,231.87,DELIVERED
SHP002778,ORD002778,02 Dec 2022,2022-12-05,DELHIVERY,770.17,In Transit
SHP002779,ORD002779,06/10/2023,2023/06/25,fedex,670.54,Returned to Origin
SHP002780,ORD002780,2023/03/03,2023/03/09,IndiaPost,31.89,Delivered
SHP002781,ORD002781,12/14/2024,12/17/2024,XpressBees,749.1,Delayed
SHP002782,ORD002782,17-04-2024,24-04-2024,IndiaPost,862.11,Delayed
SHP002783,ORD002783,2023-10-14,2023/10/19,Ekart,419.61,Returned to Origin
SHP002784,ORD002784,02/10/2023,02/20/2023,XpressBees,670.78,delayed
SHP002785,ORD002785,2024/08/31,09/03/2024,FedEx,733.03,Delayed
SHP002786,ORD002786,2022-10-19,2022/11/03,Delhivery,599.31,Delayed
SHP002787,ORD002787,2022/08/18,2022-08-21,FedEx,84.34,In Transit
SHP002788,ORD002788,2022/04/25,04/29/2022,EKART,380.11,in transit
SHP002789,ORD002789,2023/08/25,04/09/2023,DTDC,782.86,Returned to Origin
SHP002790,ORD002790,27 Nov 2024,2024/11/28,BlueDart,686.02,In Transit
SHP002791,ORD002791,2022/01/19,27-01-2022,FedEx,895.74,Returned to Origin
SHP002792,ORD002792,2022-06-21,26/06/2022,fedex,792.61,delayed
SHP002793,ORD002793,09/07/2023,0000-00-00,IndiaPost,620.58,Lost
SHP002794,ORD002794,16 Nov 2024,2024/11/23,Ekart,727.07,DELIVERED
SHP002795,ORD002795,31 Dec 2024,04-01-2025,FedEx,179.13,Lost
SHP002796,ORD002796,11/03/2024,2024/03/16,xpressbees,248.36,IN TRANSIT
SHP002797,ORD002797,03/22/2023,30/03/2023,delhivery,509.53,delivered
SHP002798,ORD002798,2024-02-07,17 Feb 2024,IndiaPost,102.55,Lost
SHP002799,ORD002799,19 Dec 2023,12/27/2023,IndiaPost,808.42,In Transit
SHP002800,ORD002800,28-01-2024,01/02/2024,XpressBees,791.73,delayed
SHP002801,ORD002801,21/12/2024,29/12/2024,IndiaPost,717.79,Returned to Origin
SHP002802,ORD002802,08/09/2024,13/09/2024,Ekart,743.76,Lost
SHP002803,ORD002803,2024-06-24,27-06-2024,xpressbees,691.36,lost
SHP002804,ORD002804,14/08/2024,18 Aug 2024,Delhivery,660.74,Returned to Origin
SHP002805,ORD002805,2024/03/10,,Delhivery,746.85,Delayed
SHP002806,ORD002806,2024/03/05,20 Mar 2024,XpressBees,,returned to origin
SHP002807,ORD002807,25-11-2022,28-11-2022,Delhivery,631.96,delivered
SHP002808,ORD002808,2023/09/19,22-09-2023,ekart,533.88,Returned to Origin
SHP002809,ORD002809,2023-06-22,2023-06-29,DTDC,692.05,In Transit
SHP002810,ORD002810,2023-05-02,12/05/2023,bluedart,842.73,Delayed
SHP002811,ORD002811,07/29/2022,06 Aug 2022,FedEx,42.86,IN TRANSIT
SHP002812,ORD002812,2024/12/24,12/25/2024,FedEx,427.38,Delayed
SHP002813,ORD002813,2023-03-15,2023-03-23,FedEx,831.86,lost
SHP002814,ORD002814,20/02/2024,2024-02-23,BlueDart,715.89,Lost
SHP002815,ORD002815,12 Jul 2022,14-07-2022,BlueDart,429.33,Delayed
SHP002816,ORD002816,13 Nov 2024,20/11/2024,ekart,372.17,Returned to Origin
SHP002817,ORD002817,2023-07-14,07/21/2023,XpressBees,453.28,Returned to Origin
SHP002818,ORD002818,25/07/2024,,delhivery,338.5,Delivered
SHP002819,ORD002819,2023/10/20,2023/10/30,Delhivery,247.74,DELIVERED
SHP002820,ORD002820,03/07/2023,07/04/2023,XpressBees,424.9,Lost
SHP002821,ORD002821,06/21/2024,06/28/2024,FedEx,141.9,delivered
SHP002822,ORD002822,17-02-2023,2023-03-04,DTDC,243.4,Lost
SHP002823,ORD002823,2024/10/15,17-10-2024,FedEx,547.92,Lost
SHP002824,ORD002824,2022-11-07,12 Nov 2022,Ekart,446.23,Delayed
SHP002825,ORD002825,12/08/2024,17-08-2024,ekart,60.62,Delayed
SHP002826,ORD002826,04 May 2022,2022/05/05,Delhivery,855.35,returned to origin
SHP002827,ORD002827,2022-03-05,2022/03/06,FEDEX,872.19,Delayed
SHP002828,ORD002828,02-01-2024,04/01/2024,Delhivery,475.19,Lost
SHP002829,ORD002829,2024-06-28,2024-07-04,FedEx,629.68,Delayed
SHP002830,ORD002830,2023-09-15,19-09-2023,indiapost,330.52,DELAYED
SHP002831,ORD002831,16-02-2022,2022-02-22,BlueDart,579.29,lost
SHP002832,ORD002832,12/30/2023,03/01/2024,DTDC,435.42,Delivered
SHP002833,ORD002833,04 Sep 2022,05 Sep 2022,DTDC,879.64,DELIVERED
SHP002834,ORD002834,2023-07-30,02-08-2023,Delhivery,319.5,RETURNED TO ORIGIN
SHP002835,ORD002835,06 Feb 2024,09-02-2024,XPRESSBEES,765.66,DELAYED
SHP002836,ORD002836,,07 Jul 2022,Delhivery,600.29,In Transit
SHP002837,ORD002837,2022-08-01,2022-08-03,FedEx,886.24,Returned to Origin
SHP002838,ORD002838,2024/06/12,15 Jun 2024,delhivery,706.08,DELAYED
SHP002839,ORD002839,07/09/2023,2023/07/16,DTDC,301.25,Lost
SHP002840,ORD002840,20/02/2024,2024-02-22,FedEx,279.22,Lost
SHP002841,ORD002841,2022-10-12,2022-10-19,INDIAPOST,151.72,Delayed
SHP002842,ORD002842,31/07/2023,02-08-2023,indiapost,86.72,In Transit
SHP002843,ORD002843,2024-06-24,06/28/2024,INDIAPOST,422.29,Lost
SHP002844,ORD002844,01-01-2023,05-01-2023,XpressBees,266.27,Delivered
SHP002845,ORD002845,17-06-2022,2022-06-20,FedEx,662.3,In Transit
SHP002846,ORD002846,03/13/2023,28-03-2023,IndiaPost,638.21,In Transit
SHP002847,ORD002847,,20-10-2024,bluedart,323.24,lost
SHP002848,ORD002848,2023-06-10,06/13/2023,XpressBees,359.87,Delivered
SHP002849,ORD002849,06-07-2023,,DTDC,775.3,DELIVERED
SHP002850,ORD002850,20 Mar 2023,23-03-2023,DTDC,575.4,RETURNED TO ORIGIN
SHP002851,ORD002851,2024/11/12,14/11/2024,Delhivery,132.52,Delayed
SHP002852,ORD002852,21/07/2022,29/07/2022,Ekart,793.18,in transit
SHP002853,ORD002853,02 Feb 2023,03/02/2023,fedex,331.44,Returned to Origin
SHP002854,ORD002854,09/25/2022,2022/09/27,XPRESSBEES,598.33,Delivered
SHP002855,ORD002855,05/30/2024,2024/06/14,Ekart,567.09,IN TRANSIT
SHP002856,ORD002856,01 Aug 2024,08/07/2024,Delhivery,79.85,DELAYED
SHP002857,ORD002857,27-03-2023,11 Apr 2023,Ekart,419.93,Returned to Origin
SHP002858,ORD002858,10/18/2024,10/23/2024,DTDC,386.95,IN TRANSIT
SHP002859,ORD002859,02 Oct 2022,09 Oct 2022,xpressbees,,Delivered
SHP002860,ORD002860,05-02-2024,2024/02/08,FedEx,615.98,Returned to Origin
SHP002861,ORD002861,2023/03/10,11-03-2023,dtdc,330.94,Delivered
SHP002862,ORD002862,13-06-2022,2022/06/15,delhivery,305.89,Lost
SHP002863,ORD002863,0000-00-00,07/16/2024,bluedart,437.87,Delivered
SHP002864,ORD002864,01-08-2023,2023-08-04,DTDC,462.12,Returned to Origin
SHP002865,ORD002865,04/20/2024,2024-04-22,EKART,44.01,Lost
SHP002866,ORD002866,21-05-2023,05/26/2023,dtdc,594.39,Delayed
SHP002867,ORD002867,15 Feb 2024,20-02-2024,Delhivery,632.05,Delivered
SHP002868,ORD002868,2024/06/24,06/27/2024,INDIAPOST,118.93,LOST
SHP002869,ORD002869,03/22/2022,03/29/2022,XpressBees,873.09,Returned to Origin
SHP002870,ORD002870,10/04/2024,04/13/2024,Delhivery,569.64,Lost
SHP002871,ORD002871,27 Apr 2024,05/02/2024,XpressBees,635.02,Lost
SHP002872,ORD002872,05/10/2022,15 May 2022,BlueDart,40.05,DELIVERED
SHP002873,ORD002873,2022/06/09,2022/06/16,IndiaPost,601.26,RETURNED TO ORIGIN
SHP002874,ORD002874,0000-00-00,12/18/2022,XpressBees,728.65,Delivered
SHP002875,ORD002875,22 May 2024,27-05-2024,IndiaPost,820.32,Delayed
SHP002876,ORD002876,26/04/2023,04/29/2023,Ekart,893.38,In Transit
SHP002877,ORD002877,2022/11/04,2022/11/12,FedEx,323.61,LOST
SHP002878,ORD002878,0000-00-00,09/18/2022,DTDC,30.75,delayed
SHP002879,ORD002879,09 Jan 2024,13-01-2024,BlueDart,563.9,DELAYED
SHP002880,ORD002880,06/11/2023,0000-00-00,XpressBees,670.98,Returned to Origin
SHP002881,ORD002881,2023/11/03,2023-11-13,indiapost,667.93,In Transit
SHP002882,ORD002882,29 Jul 2023,02-08-2023,IndiaPost,490.83,DELIVERED
SHP002883,ORD002883,08 May 2022,13/05/2022,FedEx,594.68,In Transit
SHP002884,ORD002884,27-02-2023,2023/03/05,DTDC,403.52,Returned to Origin
SHP002885,ORD002885,10/10/2024,12-10-2024,XPRESSBEES,843.29,Delivered
SHP002886,ORD002886,16/07/2022,2022-07-26,INDIAPOST,80.65,In Transit
SHP002887,ORD002887,20 Apr 2024,26-04-2024,BlueDart,883.61,Lost
SHP002888,ORD002888,2024/05/10,2024/05/20,BlueDart,457.59,Returned to Origin
SHP002889,ORD002889,28 Oct 2022,31/10/2022,fedex,798.72,LOST
SHP002890,ORD002890,28/10/2022,07 Nov 2022,DTDC,704.52,RETURNED TO ORIGIN
SHP002891,ORD002891,03/04/2024,2024/04/04,Delhivery,614.65,Lost
SHP002892,ORD002892,07-02-2024,2024-02-12,BlueDart,692.85,Delayed
SHP002893,ORD002893,23 Dec 2024,31-12-2024,Delhivery,589.57,Delivered
SHP002894,ORD002894,2022/02/20,2022/02/24,Ekart,94.11,In Transit
SHP002895,ORD002895,04/18/2024,2024/04/24,FedEx,635.42,Returned to Origin
SHP002896,ORD002896,2023-07-17,2023/08/01,IndiaPost,896.12,Delivered
SHP002897,ORD002897,15 Oct 2024,10/20/2024,DTDC,162.46,Lost
SHP002898,ORD002898,16 Feb 2024,,DELHIVERY,380.81,Returned to Origin
SHP002899,ORD002899,23/11/2024,03 Dec 2024,Delhivery,,Delayed
SHP002900,ORD002900,2023-01-18,20 Jan 2023,XpressBees,791.74,Delivered
SHP002901,ORD002901,17-05-2024,05/19/2024,XpressBees,520.53,Lost
SHP002902,ORD002902,12/22/2024,01-01-2025,BlueDart,261.95,In Transit
SHP002903,ORD002903,25-07-2024,28 Jul 2024,IndiaPost,99.95,IN TRANSIT
SHP002904,ORD002904,18 Jun 2023,2023-06-19,IndiaPost,893.42,Delayed
SHP002905,ORD002905,2023-01-17,2023-01-27,delhivery,541.5,delivered
SHP002906,ORD002906,12-10-2023,19/10/2023,FedEx,756.41,In Transit
SHP002907,ORD002907,16 Jan 2023,19-01-2023,Delhivery,865.4,Lost
SHP002908,ORD002908,28-05-2022,01/06/2022,Delhivery,701.3,Returned to Origin
SHP002909,ORD002909,26-09-2024,27/09/2024,Ekart,866.32,Delivered
SHP002910,ORD002910,2024-12-30,07 Jan 2025,ekart,767.57,Delayed
SHP002911,ORD002911,13/05/2022,05/18/2022,DTDC,697.4,Delayed
SHP002912,ORD002912,07/17/2023,,Ekart,113.37,Delayed
SHP002913,ORD002913,03 May 2022,05 May 2022,FedEx,307.59,Delivered
SHP002914,ORD002914,29-10-2023,11/01/2023,Delhivery,67.26,delivered
SHP002915,ORD002915,2024/05/04,2024-05-05,XpressBees,505.25,In Transit
SHP002916,ORD002916,30 Mar 2022,2022/03/31,Ekart,182.45,Delayed
SHP002917,ORD002917,04/27/2023,2023/04/30,XpressBees,673.18,Delayed
SHP002918,ORD002918,2024/07/16,2024-07-18,DTDC,581.85,Delivered
SHP002919,ORD002919,04 May 2022,2022/05/05,Ekart,717.12,Delayed
SHP002920,ORD002920,03/12/2024,05-12-2024,EKART,279.66,In Transit
SHP002921,ORD002921,07/11/2024,16-07-2024,Ekart,829.25,In Transit
SHP002922,ORD002922,22/08/2024,28 Aug 2024,Delhivery,310.45,Returned to Origin
SHP002923,ORD002923,2022/10/05,09-10-2022,xpressbees,350.56,DELAYED
SHP002924,ORD002924,03/16/2022,18-03-2022,FedEx,771.4,Delayed
SHP002925,ORD002925,2023/05/27,2023-06-02,xpressbees,778.37,In Transit
SHP002926,ORD002926,09/11/2023,09/14/2023,IndiaPost,84.15,in transit
